1,133
2,125
3,128
4,131
5,128
6,118
7,126
8,128
9,99
10,132
11,128
12,137 *
13,135 *
14,134 *
15,129
16,123
17,137 *
18,139 *
19,131
20,133
21,126
22,110
23,113
24,125
25,122
26,126
27,141 *
28,119
29,114
30,117
31,129
32,110
33,133
34,147 *
35,117
36,127
37,130
38,128
39,137 *
40,137 *
41,117
42,124
43,141 *
44,127
45,133
